t,S,E,I1,I2,R,G1,G2,I_total,G_total,h
77.15,0.41482781172501765,0.03784690306038902,0.0405679780923459,0.012247402528225327,0.3047312438502279,0.10693492189936954,0.0828437388444248,0.05281538062057123,0.18977866074379435,1.0
77.2,0.4147187924676055,0.037786752507345506,0.040511593836073015,0.01222963155574145,0.3048565981272632,0.1070042613680306,0.08289237013794082,0.052741225391814466,0.1898966315059714,1.0
77.25,0.4146103997238075,0.03772667501458548,0.040455230790262045,0.012211870968272642,0.30498150421262815,0.10707343907421037,0.08294088021623389,0.05266710175853469,0.19001431929044427,1.0
77.30000000000001,0.4145026322918263,0.03766667074431422,0.04039888932335571,0.012194120869471761,0.3051059624735896,0.10714245511946376,0.08298926917797865,0.05259301019282747,0.1901317242974424,1.0
77.35000000000001,0.414395488970319,0.037606739856904374,0.04034256980194172,0.01217638136238709,0.3052299732797694,0.1072113096062363,0.08303753712244209,0.052518951164328816,0.1902488467286784,1.0
77.4,0.4142889685584091,0.03754688251090379,0.040286272590754554,0.012158652549463307,0.30535353700313034,0.10728000263785928,0.08308568414947969,0.05244492514021786,0.19036568678733895,1.0
77.45,0.4141830698556982,0.03748709886304329,0.04022999805267721,0.012140934532542441,0.3054766540179623,0.10734853431854478,0.08313371035953161,0.05237093258521965,0.1904822446780764,1.0
77.5,0.4140777916622789,0.037427389068244526,0.04017374654874312,0.012123227412864885,0.3055993247008685,0.1074169047533809,0.08318161585361901,0.052296973961608,0.19059852060699992,1.0
77.55000000000001,0.413973132778746,0.037367753279627706,0.04011751843813793,0.01210553129107037,0.3057215494307512,0.10748511404832678,0.08322940073334012,0.0522230497292083,0.1907145147816669,1.0
77.60000000000001,0.41386909200620786,0.037308191648519444,0.04006131407820148,0.012087846267198981,0.30584332858879815,0.10755316231020763,0.08327706510086653,0.05214916034540046,0.19083022741107417,1.0
77.65,0.4137656681462993,0.03724870432446057,0.040005133824429794,0.012070172440692192,0.3059646625584687,0.10762104964671007,0.08332460905893947,0.05207530626512198,0.19094565870564956,1.0
